,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
105,Alamance Community College,3.0,J. Bussell,DFT,152,01H (7427),CAD II,$228,09:35AM - 10:30AM,Online,Online,"Tuesday, Thursday",01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
106,Alamance Community College,3.0,D. Grant,DFT,152,02H (7428),CAD II,$228,06:30PM - 07:25PM,Online,Online,"Tuesday, Thursday",01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
107,Alamance Community College,3.0,J. Bussell,DFT,154,01EL (8312),Intro Solid Modeling,$228,06:30PM - 08:30PM,Online,Online,Tuesday,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
108,Alamance Community College,3.0,J. Bussell,DFT,254,01H (7809),Intermed Solid Model/Render,$228,12:20PM - 01:15PM,Online,Online,"Tuesday, Thursday",01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
109,Alamance Community College,3.0,T. Notley,DRA,111,01E (7108),Theatre Appreciation,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,THR 100,DRAMA APPRECIATION
110,Alamance Community College,3.0,T. Notley,DRA,111,81E (7719),Theatre Appreciation,$228,No time given,Online,Online,Days to be Announced,02/09/2021-05/11/2021,13,Spring,2021,Online,https://www.alamancecc.edu/,THR 100,DRAMA APPRECIATION
111,Alamance Community College,3.0,T. Beveridge,ECO,251,01E (6921),Prin of Microeconomics,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,ECO 201,PRINCIPLES OF MICROECONOMICS
112,Alamance Community College,3.0,T. Beveridge,ECO,251,02E (6922),Prin of Microeconomics,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,ECO 201,PRINCIPLES OF MICROECONOMICS
113,Alamance Community College,3.0,J. Taunton,ECO,252,01E (6923),Prin of Macroeconomics,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,ECO 202,PRINCIPLES OF MACROECONOMICS
114,Alamance Community College,3.0,J. Taunton,ECO,252,02E (6924),Prin of Macroeconomics,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,ECO 202,PRINCIPLES OF MACROECONOMICS
115,Alamance Community College,4.0,S. Doe,EDU,119,01H (7501),Intro to Early Child Educ,$304,09:05AM - 11:05AM, Graham Main Bldg, 00209 ,Tuesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
116,Alamance Community College,4.0,S. Doe,EDU,119,02E (7502),Intro to Early Child Educ,$304,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
117,Alamance Community College,3.0,S. Doe,EDU,131,01E (7503),"Child, Family, and Community",$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,SWK 484,SOCIAL SERVICES FOR CHILDREN (3)
118,Alamance Community College,3.0,D. Blankenship,EDU,144,41E (7504),Child Development I,$228,No time given,Online,Online,Days to be Announced,01/11/2021-03/08/2021,8,Spring,2021,Online,https://www.alamancecc.edu/,HDF 302,INFANT AND CHILD DEVELOPMENT (3)
119,Alamance Community College,3.0,S. Doe,EDU,145,01H (7505),Child Development II,$228,11:15AM - 12:35PM, Graham Main Bldg, 00209 ,Tuesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,HDF 211,HUMAN DEVELOPMENT ACROSS THE LIFE SPAN (3)
120,Alamance Community College,3.0,D. Blankenship,EDU,145,51E (7506),Child Development II,$228,No time given,Online,Online,Days to be Announced,03/09/2021-05/11/2021,9,Spring,2021,Online,https://www.alamancecc.edu/,HDF 211,HUMAN DEVELOPMENT ACROSS THE LIFE SPAN (3)
121,Alamance Community College,3.0,K. Ketcham,EDU,146,01E (7507),Child Guidance,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
122,Alamance Community College,3.0,K. Ketcham,EDU,151,01H (7508),Creative Activities,$228,09:30AM - 10:50AM, Graham Main Bldg, 00209 ,Wednesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
123,Alamance Community College,3.0,To be Announced,EDU,151,02E (7509),Creative Activities,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
124,Alamance Community College,3.0,J. Jones,EDU,153,01H (7510),"Health, Safety and Nutrition",$228,12:40PM - 02:05PM, Graham Main Bldg, 00209 ,Wednesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
125,Alamance Community College,3.0,R. Riggins,EDU,153,02E (7511),"Health, Safety and Nutrition",$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
126,Alamance Community College,3.0,J. Jones,EDU,157,01H (7529),Active Play,$228,09:05AM - 11:05AM, Graham Main Bldg, 00209 ,Friday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
127,Alamance Community College,2.0,J. Jones,EDU,184,01E (7530),Early Child Intro Pract,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
128,Alamance Community College,3.0,J. Jones,EDU,216,41E (7531),Foundations of Education,$228,No time given,Online,Online,Days to be Announced,01/11/2021-03/08/2021,8,Spring,2021,Online,https://www.alamancecc.edu/,TED 000,EDUCATION ELECTIVE
129,Alamance Community College,3.0,R. Riggins,EDU,221,01H (7532),Children With Exceptionalities,$228,06:00PM - 08:00PM, Graham Main Bldg, 00209 ,Tuesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,SES 242,INTRODUCTION TO EXCEPTIONAL CHILDREN: EARLY YEARS (3)
130,Alamance Community College,3.0,S. Doe,EDU,221,02E (7533),Children With Exceptionalities,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,SES 242,INTRODUCTION TO EXCEPTIONAL CHILDREN: EARLY YEARS (3)
131,Alamance Community College,3.0,K. Ketcham,EDU,234,01E (7534),"Infants, Toddlers, and Twos",$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
132,Alamance Community College,3.0,S. Doe,EDU,250,51E (7535),Teacher Licensure Preparation,$228,No time given,Online,Online,Days to be Announced,03/09/2021-05/11/2021,9,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
133,Alamance Community College,3.0,J. Jones,EDU,251,01E (7536),Exploration Activities,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
134,Alamance Community College,3.0,To be Announced,EDU,251,02H (7537),Exploration Activities,$228,06:00PM - 08:00PM, Graham Main Bldg, 00209 ,Wednesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
135,Alamance Community College,3.0,K. Ketcham,EDU,261,41E (7538),Early Childhood Admin I,$228,No time given,Online,Online,Days to be Announced,01/11/2021-03/08/2021,8,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
136,Alamance Community College,3.0,C. Sykes,EDU,262,51E (7539),Early Childhood Admin II,$228,No time given,Online,Online,Days to be Announced,03/09/2021-05/11/2021,9,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
137,Alamance Community College,3.0,E. Kroenung,EDU,280,01E (7540),Language/Literacy Experiences,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
138,Alamance Community College,4.0,J. Jones,EDU,284,01E (7541),Early Child Capstone Prac,$304,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
139,Alamance Community College,3.0,J. Talvitie-Siple,EFL,055,01E (7823),English for Special Purpo,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
140,Alamance Community College,5.0,J. Talvitie-Siple,EFL,071,01E (7824),Reading I,$380,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
141,Alamance Community College,5.0,J. Talvitie-Siple,EFL,072,01E (7825),Reading II,$380,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
142,Alamance Community College,5.0,J. Talvitie-Siple,EFL,073,01E (7826),Reading III,$380,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
143,Alamance Community College,5.0,J. Talvitie-Siple,EFL,074,01E (7827),Reading IV,$380,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
144,Alamance Community College,5.0,To be Announced,EFL,091,01E (7828),Composition I,$380,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
145,Alamance Community College,5.0,To be Announced,EFL,092,01E (7829),Composition II,$380,No time given,No building found,No room found,,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
146,Alamance Community College,5.0,To be Announced,EFL,093,01E (7830),Composition III,$380,No time given,No building found,No room found,,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
147,Alamance Community College,5.0,To be Announced,EFL,094,01E (7831),Composition IV,$380,No time given,No building found,No room found,,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
148,Alamance Community College,2.0,To be Announced,EGR,150,01E (7817),Intro to Engineering,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,ELE 000,FREE ELECTIVE CREDIT
149,Alamance Community College,3.0,To be Announced,EGR,220,01H (7818),Engineering Statics,$228,12:45PM - 02:05PM, Graham Main Bldg, 00393 ,Tuesday,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,ELE 000,FREE ELECTIVE CREDIT
150,Alamance Community College,2.0,R. Roberts,EGR,285,01 (7389),Design Project,$152,08:00AM - 12:00PM, Adv Applied Technology Ctr, T130,Friday,01/15/2021-05/07/2021,16,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
151,Alamance Community College,4.0,Z. Uzodimma,ELC,213,01H (7388),Instrumentation,$304,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
152,Alamance Community College,4.0,J. McCormick,ELC,228,01H (7390),PLC Applications,$304,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Graham Campus,https://www.alamancecc.edu/,No equivalency found,No equivalency found
153,Alamance Community College,3.0,To be Announced,ENG,002,01E (7148),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
154,Alamance Community College,3.0,J. Wilson,ENG,002,02E (7149),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
155,Alamance Community College,3.0,J. Wilson,ENG,002,03E (7150),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
156,Alamance Community College,3.0,R. Solomon,ENG,002,04E (7151),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
157,Alamance Community College,3.0,I. Walker,ENG,002,05E (7152),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
158,Alamance Community College,3.0,K. Noland,ENG,002,06E (7153),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
159,Alamance Community College,3.0,S. Sink,ENG,002,07E (7154),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
160,Alamance Community College,3.0,H. Hall,ENG,002,08E (7155),Transition English,$228,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
161,Alamance Community College,3.0,J. Wilson,ENG,002,81E (7156),Transition English,$228,No time given,Online,Online,Days to be Announced,02/09/2021-05/11/2021,13,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
162,Alamance Community College,2.0,I. Bostic,ENG,011,01E (7618),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
163,Alamance Community College,2.0,M. Makufka,ENG,011,03E (7620),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
164,Alamance Community College,2.0,A. Chase,ENG,011,05EL (7621),Writing and Inquiry Support,$152,11:15AM - 12:35PM,Online,Online,"Tuesday, Thursday",01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
165,Alamance Community College,2.0,R. Solomon,ENG,011,07E (7622),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
166,Alamance Community College,2.0,E. Voltz,ENG,011,09E (7623),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
167,Alamance Community College,2.0,H. Hall,ENG,011,11E (7624),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
168,Alamance Community College,2.0,A. Marano,ENG,011,12E (7625),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
169,Alamance Community College,2.0,M. Sherbondy,ENG,011,14E (7626),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,01/11/2021-05/11/2021,17,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
170,Alamance Community College,2.0,S. Heckler,ENG,011,81E (7627),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,02/09/2021-05/11/2021,13,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
171,Alamance Community College,2.0,I. Walker,ENG,011,82E (7628),Writing and Inquiry Support,$152,No time given,Online,Online,Days to be Announced,02/09/2021-05/11/2021,13,Spring,2021,Online,https://www.alamancecc.edu/,No equivalency found,No equivalency found
