Column1,college,section,credits,instructor,dates,location
132,Alamance Community College,EDU-146-01H (6346) Child Guidance,3,K. Ketcham,"08/17/2020-12/15/2020 Classroom Hours Tuesday 11:15AM - 12:35PM, Graham Main Bldg, Room 00209 (more)...",Graham Campus
133,Alamance Community College,EDU-151-02E (4681) Creative Activities,3,J. Jones,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
134,Alamance Community College,"EDU-153-02E (4682) Health, Safety and Nutrition",3,R. Riggins,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
135,Alamance Community College,EDU-157-01E (4794) Active Play,3,J. Jones,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
136,Alamance Community College,EDU-184-02E (4796) Early Child Intro Pract,2,J. Jones,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
137,Alamance Community College,EDU-221-03H (6347) Children With Exceptionalities,3,S. Doe,"08/17/2020-12/15/2020 Classroom Hours Wednesday 12:20PM - 01:15PM, Graham Main Bldg, Room 00209 (more)...",Graham Campus
138,Alamance Community College,EDU-221-04E (5274) Children With Exceptionalities,3,S. Doe,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
139,Alamance Community College,"EDU-234-01H (6348) Infants, Toddlers, and Twos",3,K. Ketcham,"08/17/2020-12/15/2020 Classroom Hours Tuesday 12:45PM - 02:10PM, Graham Main Bldg, Room 00209 (more)...",Graham Campus
140,Alamance Community College,EDU-251-02E (4801) Exploration Activities,3,J. Jones,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
141,Alamance Community College,EDU-261-41E (4802) Early Childhood Admin I,3,K. Ketcham,"08/17/2020-10/12/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
142,Alamance Community College,EDU-262-51E (4958) Early Childhood Admin II,3,C. Sykes,"10/13/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
143,Alamance Community College,EDU-280-01E (4803) Language/Literacy Experiences,3,E. Kroenung,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
144,Alamance Community College,EDU-280-01H (6349) Language/Literacy Experiences,3,S. Doe,"08/17/2020-12/15/2020 Classroom Hours Thursday 11:15AM - 12:35PM, Graham Main Bldg, Room 00209 (more)...",Graham Campus
145,Alamance Community College,EDU-284-01E (4805) Early Child Capstone Prac,4,J. Jones,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
146,Alamance Community College,EFL-055-01E (4704) English for Special Purpo,3,J. Talvitie-Siple,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
147,Alamance Community College,EFL-072-01E (4707) Reading II,5,J. Talvitie-Siple,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
148,Alamance Community College,EFL-073-01E (4708) Reading III,5,J. Talvitie-Siple,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
149,Alamance Community College,EFL-074-01E (4709) Reading IV,5,J. Talvitie-Siple,"08/17/2020-12/11/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
150,Alamance Community College,EFL-092-01E (4883) Composition II,5,J. Talvitie-Siple,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
151,Alamance Community College,EFL-093-01E (4884) Composition III,5,J. Talvitie-Siple,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
152,Alamance Community College,EFL-094-01E (4885) Composition IV,5,J. Talvitie-Siple,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
153,Alamance Community College,EGR-150-01E (6055) Intro to Engineering,2,D. McCusker,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
154,Alamance Community College,EGR-250-01W (6545) Statics/Strength of Mater,5,J. Adkins,"08/17/2020-12/15/2020 Classroom Hours Tuesday, Thursday 08:00AM - 10:00AM, Room to be Announced (more)...",Graham Campus
155,Alamance Community College,ELC-112-01H (6451) DC/AC Electricity,5,R. Roberts,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
156,Alamance Community College,ELC-112-02H (6452) DC/AC Electricity,5,R. Roberts,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
157,Alamance Community College,ELC-112-03H (6453) DC/AC Electricity,5,R. Roberts,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
158,Alamance Community College,ELC-113-01H (6471) Residential Wiring,4,J. McCormick,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
159,Alamance Community College,ELC-113-02H (6473) Residential Wiring,4,J. McCormick,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
160,Alamance Community College,ELC-128-01H (6456) Intro to PLC,3,R. Sondles,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
161,Alamance Community College,ELC-128-02H (6457) Intro to PLC,3,R. Sondles,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
162,Alamance Community College,ELC-128-05H (6460) Intro to PLC,3,R. Sondles,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
163,Alamance Community College,ELC-213-01H (6469) Instrumentation,4,Z. Uzodimma,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Graham Campus
164,Alamance Community College,ENG-002-01E (6627) Transition English,3,J. Wilson,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
165,Alamance Community College,ENG-002-02E (6764) Transition English,3,J. Wilson,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
166,Alamance Community College,ENG-002-03H (5672) Transition English,3,R. Solomon,"08/17/2020-12/15/2020 Lab/Shop Hours Monday 12:40PM - 02:40PM, B Wing, Room B203 (more)...",Graham Campus
167,Alamance Community College,ENG-002-04H (5673) Transition English,3,S. Sink,"08/17/2020-12/15/2020 Lab/Shop Hours Tuesday 06:30PM - 08:30PM, B Wing, Room B203 (more)...",Graham Campus
168,Alamance Community College,ENG-002-05H (4544) Transition English,3,I. Walker,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 02:55PM - 04:55PM, B Wing, Room B203 (more)...",Graham Campus
169,Alamance Community College,ENG-002-06H (4545) Transition English,3,S. Sink,"08/17/2020-12/15/2020 Lab/Shop Hours Thursday 06:30PM - 08:30PM, B Wing, Room B203 (more)...",Graham Campus
170,Alamance Community College,ENG-002-07E (5674) Transition English,3,J. Wilson,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
171,Alamance Community College,ENG-002-08E (5675) Transition English,3,H. Hall,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
172,Alamance Community College,ENG-002-09E (5676) Transition English,3,H. Hall,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
173,Alamance Community College,ENG-002-10E (5677) Transition English,3,N. Bell,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
174,Alamance Community College,ENG-002-11E (4550) Transition English,3,N. Bell,"08/17/2020-12/15/2020 Online Lab Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
175,Alamance Community College,ENG-011-01H (5685) Writing and Inquiry Support,2,I. Bostic,"08/17/2020-12/15/2020 Classroom Hours Monday 10:10AM - 11:05AM, B Wing, Room B203 (more)...",Graham Campus
176,Alamance Community College,ENG-011-03E (6227) Writing and Inquiry Support,2,C. Otero,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
177,Alamance Community College,ENG-011-05E (6628) Writing and Inquiry Support,2,A. Marano,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
178,Alamance Community College,ENG-011-07H (5697) Writing and Inquiry Support,2,M. Makufka,"08/17/2020-12/15/2020 Classroom Hours Thursday 11:15AM - 12:35PM, B Wing, Room B203 (more)...",Graham Campus
179,Alamance Community College,ENG-011-09H (5698) Writing and Inquiry Support,2,R. Solomon,"08/17/2020-12/15/2020 Classroom Hours Wednesday 11:15AM - 12:10PM, Graham Main Bldg, Room 00201 (more)...",Graham Campus
180,Alamance Community College,ENG-011-11H (5700) Writing and Inquiry Support,2,G. Yount,"08/17/2020-12/15/2020 Classroom Hours Tuesday 12:45PM - 02:05PM, B Wing, Room B203 (more)...",Graham Campus
181,Alamance Community College,ENG-011-13H (5701) Writing and Inquiry Support,2,M. Makufka,"08/17/2020-12/15/2020 Classroom Hours Monday 12:40PM - 02:00PM, Graham Main Bldg, Room 00201 (more)...",Graham Campus
182,Alamance Community College,ENG-011-15H (5702) Writing and Inquiry Support,2,I. Walker,"08/17/2020-12/15/2020 Classroom Hours Thursday 12:45PM - 02:05PM, B Wing, Room B203 (more)...",Graham Campus
183,Alamance Community College,ENG-011-17E (5703) Writing and Inquiry Support,2,M. Anders,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
184,Alamance Community College,ENG-011-19E (5704) Writing and Inquiry Support,2,M. Sherbondy,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
185,Alamance Community College,ENG-011-21H (5706) Writing and Inquiry Support,2,E. Voltz,"08/17/2020-12/15/2020 Classroom Hours Tuesday 07:35PM - 09:00PM, B Wing, Room B310 (more)...",Graham Campus
186,Alamance Community College,ENG-011-22H (5725) Writing and Inquiry Support,2,E. Voltz,"08/17/2020-12/15/2020 Classroom Hours Wednesday 07:35PM - 09:00PM, B Wing, Room B310 (more)...",Graham Campus
187,Alamance Community College,ENG-011-23E (5727) Writing and Inquiry Support,2,M. Anders,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
188,Alamance Community College,ENG-011-24E (4563) Writing and Inquiry Support,2,A. Marano,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
189,Alamance Community College,ENG-011-25E (5728) Writing and Inquiry Support,2,C. Otero,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
190,Alamance Community College,ENG-011-82E (4566) Writing and Inquiry Support,2,M. Sherbondy,"09/15/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE (more)...",Online Course
191,Alamance Community College,ENG-110-02E (4729) Freshman Composition,3,H. Muniz,"08/17/2020-12/15/2020 Online Class Days to be Announced, Times to be AnnouncedDistance Education/Online, Room ONLNE",Online Course
192,Alamance Community College,ENG-111-01H (5771) Writing and Inquiry,3,I. Bostic,"08/17/2020-12/15/2020 Classroom Hours Monday 08:00AM - 08:55AM, B Wing, Room B310 (more)...",Graham Campus
193,Alamance Community College,ENG-111-01HC (5772) Writing and Inquiry,3,I. Bostic,"08/17/2020-12/15/2020 Classroom Hours Monday 08:00AM - 08:55AM, B Wing, Room B310 (more)...",Graham Campus
194,Alamance Community College,ENG-111-02H (5773) Writing and Inquiry,3,I. Bostic,"08/17/2020-12/15/2020 Classroom Hours Monday 09:05AM - 10:00AM, B Wing, Room B310 (more)...",Graham Campus
195,Alamance Community College,ENG-111-02HC (5774) Writing and Inquiry,3,I. Bostic,"08/17/2020-12/15/2020 Classroom Hours Monday 09:05AM - 10:00AM, B Wing, Room B310 (more)...",Graham Campus
196,Alamance Community College,ENG-111-03H (5775) Writing and Inquiry,3,P. Craven,"08/17/2020-12/15/2020 Classroom Hours Friday 08:00AM - 08:55AM, B Wing, Room B310 (more)...",Graham Campus
197,Alamance Community College,ENG-111-03HC (5776) Writing and Inquiry,3,P. Craven,"08/17/2020-12/15/2020 Classroom Hours Friday 08:00AM - 08:55AM, B Wing, Room B310 (more)...",Graham Campus
198,Alamance Community College,ENG-111-04H (5781) Writing and Inquiry,3,P. Craven,"08/17/2020-12/15/2020 Classroom Hours Friday 09:05AM - 10:00AM, B Wing, Room B310 (more)...",Graham Campus
199,Alamance Community College,ENG-111-04HC (5785) Writing and Inquiry,3,P. Craven,"08/17/2020-12/15/2020 Classroom Hours Friday 09:05AM - 10:00AM, B Wing, Room B310 (more)...",Graham Campus
200,Alamance Community College,ENG-111-05H (5798) Writing and Inquiry,3,S. Heckler,"08/17/2020-12/15/2020 Classroom Hours Tuesday 08:00AM - 09:20AM, B Wing, Room B310 (more)...",Graham Campus
201,Alamance Community College,ENG-111-05HC (5803) Writing and Inquiry,3,S. Heckler,"08/17/2020-12/15/2020 Classroom Hours Tuesday 08:00AM - 09:20AM, B Wing, Room B310 (more)...",Graham Campus
202,Alamance Community College,ENG-111-06H (5805) Writing and Inquiry,3,S. Heckler,"08/17/2020-12/15/2020 Classroom Hours Tuesday 09:30AM - 10:50AM, B Wing, Room B310 (more)...",Graham Campus
203,Alamance Community College,ENG-111-06HC (5807) Writing and Inquiry,3,S. Heckler,"08/17/2020-12/15/2020 Classroom Hours Tuesday 09:30AM - 10:50AM, B Wing, Room B310 (more)...",Graham Campus
204,Alamance Community College,ENG-111-07H (5808) Writing and Inquiry,3,M. Makufka,"08/17/2020-12/15/2020 Classroom Hours Thursday 08:00AM - 09:20AM, B Wing, Room B310 (more)...",Graham Campus
205,Alamance Community College,ENG-111-07HC (5809) Writing and Inquiry,3,M. Makufka,"08/17/2020-12/15/2020 Classroom Hours Thursday 08:00AM - 09:20AM, B Wing, Room B310 (more)...",Graham Campus
206,Alamance Community College,ENG-111-08H (5810) Writing and Inquiry,3,E. Voltz,"08/17/2020-12/15/2020 Classroom Hours Thursday 09:30AM - 10:50AM, B Wing, Room B310 (more)...",Graham Campus
207,Alamance Community College,ENG-111-08HC (5811) Writing and Inquiry,3,E. Voltz,"08/17/2020-12/15/2020 Classroom Hours Thursday 09:30AM - 10:50AM, B Wing, Room B310 (more)...",Graham Campus
208,Alamance Community College,ENG-111-09H (5832) Writing and Inquiry,3,R. Solomon,"08/17/2020-12/15/2020 Classroom Hours Wednesday 09:05AM - 10:00AM, B Wing, Room B310 (more)...",Graham Campus
209,Alamance Community College,ENG-111-09HC (5833) Writing and Inquiry,3,R. Solomon,"08/17/2020-12/15/2020 Classroom Hours Wednesday 09:05AM - 10:00AM, B Wing, Room B310 (more)...",Graham Campus
210,Alamance Community College,ENG-111-10H (5834) Writing and Inquiry,3,R. Solomon,"08/17/2020-12/15/2020 Classroom Hours Wednesday 10:10AM - 11:05AM, B Wing, Room B310 (more)...",Graham Campus
