,College,Credits:,Instructor,Course Subject,Class ID,Section Number,Course Name,Time of Course,Course Building,Course Room,Class Days,Dates,Location
6393,Davidson County Community College,3.0,M. Williamson,ENG,112,1WC (7993),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6394,Davidson County Community College,3.0,G. Jolliff,ENG,112,2A (6638),Writing/Research in the Disc,11:30AM - 02:20PM, Gee Bldg, S222This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6395,Davidson County Community College,3.0,J. Foster,ENG,112,2B (6639),Writing/Research in the Disc,08:00AM - 09:50AM, Gee Bldg, S222Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6396,Davidson County Community College,3.0,C. Kirwan,ENG,112,2DYA (7235),Writing/Research in the Disc,09:00AM - 09:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6397,Davidson County Community College,3.0,C. Kirwan,ENG,112,2DYB (7237),Writing/Research in the Disc,10:00AM - 10:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6398,Davidson County Community College,3.0,J. Boyle,ENG,112,2WA (6659),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6399,Davidson County Community College,3.0,J. Foster,ENG,112,2WB (7983),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6400,Davidson County Community College,3.0,C. Cook,ENG,112,2WC (8244),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6401,Davidson County Community College,3.0,A. Duke,ENG,112,2WE (8537),Writing/Research in the Disc,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6402,Davidson County Community College,3.0,A. Van Landingham,ENG,112,2YA (8218),Writing/Research in the Disc,02:00PM - 03:50PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6403,Davidson County Community College,3.0,E. Hill,ENG,112,2YC (6640),Writing/Research in the Disc,12:30PM - 02:20PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6404,Davidson County Community College,3.0,S. Scarboro,ENG,114,2WA (6660),Prof Research & Reporting,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6405,Davidson County Community College,3.0,E. Hill,ENG,231,1A (6641),American Literature I,10:00AM - 11:45AM, Gee Bldg, N204This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6406,Davidson County Community College,3.0,G. Jolliff,ENG,231,1WA (6661),American Literature I,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6407,Davidson County Community College,3.0,C. Kirwan,ENG,232,2DYA (7244),American Literature II,11:00AM - 11:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6408,Davidson County Community College,3.0,E. Rogers,ENG,241,1DYA (7215),British Literature I,11:00AM - 11:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6409,Davidson County Community College,3.0,M. Williamson,ENG,262,2WA (6662),World Literature II,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6410,Davidson County Community College,3.0,D. Newell,FIP,120,1WA (6824),Intro to Fire Protection,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6411,Davidson County Community College,3.0,D. Newell,FIP,132,2WIA (8233),Building Construction,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6412,Davidson County Community College,3.0,G. Styers,FIP,136,1WA (6825),Inspections & Codes,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6413,Davidson County Community College,4.0,G. Styers,FIP,146,2WA (6827),Fire Protection Systems,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6414,Davidson County Community College,3.0,D. Newell,FIP,152,2WIA (8144),Fire Protection Law,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6415,Davidson County Community College,3.0,T. Forrest,FIP,164,1WA (6826),OSHA Standards,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6416,Davidson County Community College,3.0,To be Announced,FRE,111,2A (8219),Elementary French I,08:00AM - 09:50AM, Gee Bldg, N202Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",10/19/2020-12/11/2020,Main Davidson Campus
6417,Davidson County Community College,3.0,G. Bosch,GEO,111,1WA (6452),World Regional Geography,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6418,Davidson County Community College,3.0,J. Pubantz,GRD,110,1YA (6493),Typography I,08:00AM - 08:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6419,Davidson County Community College,3.0,J. Pubantz,GRD,167,1YA (6127),Photographic Imaging I,10:00AM - 10:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davidson Campus
6420,Davidson County Community College,3.0,J. Meeks,HEA,110,1WA (7323),Personal Health/Wellness,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6421,Davidson County Community College,3.0,M. Hynek,HEA,110,2DA (7226),Personal Health/Wellness,12:30PM - 03:00PM, Health Technology Bldg," 00107Section meets at Davie Campus, Mocksville.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.","Tuesday, Thursday",10/20/2020-12/10/2020,Main Davie Campus
6422,Davidson County Community College,3.0,J. Meeks,HEA,110,2WA (7324),Personal Health/Wellness,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6423,Davidson County Community College,5.0,R. Rumley,HET,114,5YA (7721),Power Trains,12:30PM - 01:30PM,TBA,Online,Days to be Announced,08/17/2020-10/06/2020,Main Davidson Campus
6424,Davidson County Community College,3.0,S. Overton,HET,115,5YA (6185),Electronic Engines,12:00PM - 01:20PM,TBA,Online,Days to be Announced,10/07/2020-11/10/2020,Main Davidson Campus
6425,Davidson County Community College,4.0,L. Dollars,HET,233,5A (6182),Suspension and Steering,08:00AM - 09:14AM, Transportation Technology Bldg," 110
11/09/2020-12/11/2020 Lab/Shop Hours Monday, Tuesday, Wednesday, Thursday, Friday 09:14AM - 11:50AM, Transportation Technology Bldg, ","Monday, Tuesday, Wednesday, Thursday, Friday",11/09/2020-12/11/2020,Main Davidson Campus
6426,Davidson County Community College,3.0,G. Bosch,HIS,111,1WA (6454),World Civilizations I,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6427,Davidson County Community College,3.0,G. Bosch,HIS,111,1WB (8056),World Civilizations I,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6428,Davidson County Community College,3.0,G. Bosch,HIS,111,2A (6455),World Civilizations I,11:10AM - 01:50PM, Gee Bldg, N208Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6429,Davidson County Community College,3.0,G. Bosch,HIS,112,2WA (6456),World Civilizations II,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6430,Davidson County Community College,3.0,B. Hedrick,HIS,112,2WB (8366),World Civilizations II,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6431,Davidson County Community College,3.0,L. Bruff,HIS,131,1A (6503),American History I,02:00PM - 04:30PM, Gee Bldg, N111Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",08/18/2020-10/08/2020,Main Davidson Campus
6432,Davidson County Community College,3.0,J. Nagpal,HIS,131,1DYA (7200),American History I,08:00AM - 08:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6433,Davidson County Community College,3.0,J. Nagpal,HIS,131,1DYB (7205),American History I,10:00AM - 10:50AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Main Davie Campus
6434,Davidson County Community College,3.0,B. Hedrick,HIS,131,1QYA (7834),American History I,08:30AM - 10:00AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6435,Davidson County Community College,3.0,L. Bruff,HIS,131,1QYB (7962),American History I,08:30AM - 10:00AM,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6436,Davidson County Community College,3.0,L. Bruff,HIS,131,1WA (6504),American History I,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6437,Davidson County Community College,3.0,J. Nagpal,HIS,131,2DA (7254),American History I,12:30PM - 03:00PM, Health Technology Bldg," 00109Section meets at Davie Campus, Mocksville.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.","Tuesday, Thursday",10/20/2020-12/10/2020,Main Davie Campus
6438,Davidson County Community College,3.0,B. Hedrick,HIS,131,2QYA (7835),American History I,08:30AM - 10:00AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6439,Davidson County Community College,3.0,L. Bruff,HIS,131,2QYB (7963),American History I,08:30AM - 10:00AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6440,Davidson County Community College,3.0,L. Bruff,HIS,131,2WA (6506),American History I,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6441,Davidson County Community College,3.0,J. Nagpal,HIS,132,1DA (7223),American History II,12:30PM - 03:00PM, Health Technology Bldg," 00108Section meets at Davie Campus, Mocksville.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.","Tuesday, Thursday",08/18/2020-10/08/2020,Main Davie Campus
6442,Davidson County Community College,3.0,J. Nagpal,HIS,132,2DYA (7236),American History II,08:00AM - 08:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6443,Davidson County Community College,3.0,J. Nagpal,HIS,132,2DYB (7240),American History II,10:00AM - 10:50AM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davie Campus
6444,Davidson County Community College,3.0,L. Bruff,HIS,132,2WA (6515),American History II,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6445,Davidson County Community College,3.0,H. Redmond,HIS,132,2WB (7717),American History II,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6446,Davidson County Community College,3.0,To be Announced,HIS,132,2WC (8367),American History II,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6447,Davidson County Community College,3.0,G. Bosch,HIS,132,2YA (6514),American History II,12:30PM - 02:15PM,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Main Davidson Campus
6448,Davidson County Community College,3.0,H. Watson,HIT,110,1WA (6857),Fundamentals of HIM,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6449,Davidson County Community College,3.0,S. Grubb,HIT,114,2WA (6858),Health Data Sys/Standards,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6450,Davidson County Community College,1.0,S. Grubb,HIT,122,2WA (8027),Prof Practice Exp I,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6451,Davidson County Community College,3.0,H. Watson,HIT,210,1WA (6864),Healthcare Statistics,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6452,Davidson County Community College,4.0,S. Grubb,HIT,211,5WA (7732),ICD Coding,TE: Chromebooks a,TBA,Online,Days to be Announced,09/28/2020-12/11/2020,Online
6453,Davidson County Community College,2.0,H. Watson,HIT,220,2WA (6870),Health Informatics & EHRs,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6454,Davidson County Community College,3.0,S. Grubb,HIT,226,5WA (7731),Principles of Disease,TE: Chromebooks a,TBA,Online,Days to be Announced,08/17/2020-09/25/2020,Online
6455,Davidson County Community College,3.0,A. Christian,HSE,110,1WA (6952),Intro to Human Services,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6456,Davidson County Community College,2.0,A. Harmon,HSE,112,YNA (6964),Group Process I,06:00PM - 07:30PM,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6457,Davidson County Community College,3.0,A. Harmon,HSE,125,YNA (6967),Counseling,06:00PM - 07:30PM,TBA,Online,Days to be Announced,08/17/2020-12/11/2020,Main Davidson Campus
6458,Davidson County Community College,2.0,D. Ford,HSE,210,1WA (6965),Human Services Issues,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6459,Davidson County Community College,3.0,D. Ford,HSE,225,2WA (6966),Crisis Intervention,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
6460,Davidson County Community College,3.0,C. Drader,HUM,115,1A (6516),Critical Thinking,10:00AM - 11:45AM, Gee Bldg, N106Approved for Scholars of Global Distinction.This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Monday, Wednesday, Friday",08/17/2020-10/09/2020,Main Davidson Campus
6461,Davidson County Community College,3.0,E. Sanspree,HUM,115,1WA (6518),Critical Thinking,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6462,Davidson County Community College,3.0,C. Drader,HUM,115,1WB (8136),Critical Thinking,No time given,TBA,Online,Days to be Announced,08/17/2020-10/11/2020,Online
6463,Davidson County Community College,3.0,E. Sanspree,HUM,115,2B (6520),Critical Thinking,08:00AM - 10:40AM, Gee Bldg, N106This course will meet during the scheduled times in a combinationof face to face and virtual meetings to promote socialdistancing. Look for an email from your instructor withadditional details.,"Tuesday, Thursday",10/20/2020-12/10/2020,Main Davidson Campus
6464,Davidson County Community College,3.0,J. Hester,HUM,115,2WA (6521),Critical Thinking,No time given,TBA,Online,Days to be Announced,10/19/2020-12/11/2020,Online
